pid,email_21,messenger_21,blog_21,cloud_21,call_check_21,service_purchase_21,money_transfer_21,cradit_card_21,agency_purchase_21,machine_purchase_21,phone_owner_21,data_21,dmb_21,agency_21,voice_service_21,data_service_21,use_date_21,brand_21,age_21,school_21,marry_21,salary_21,job_21,religion_21,email_22,messenger_22,blog_22,cloud_22,call_check_22,service_purchase_22,money_transfer_22,cradit_card_22,agency_purchase_22,machine_purchase_22,phone_owner_22,data_22,dmb_22,agency_22,voice_service_22,data_service_22,use_date_22,brand_22,age_22,school_22,marry_22,salary_22,job_22,religion_22,email_23,messenger_23,blog_23,cloud_23,call_check_23,service_purchase_23,money_transfer_23,cradit_card_23,agency_purchase_23,machine_purchase_23,phone_owner_23,data_23,dmb_23,agency_23,voice_service_23,data_service_23,use_date_23,brand_23,age_23,school_23,marry_23,salary_23,job_23,religion_23
8200003,1,1,2,2,1,7,2,2,21,0,4,3,1,1,2,2,3,1,2,2,1,1,2,2,2,1,2,2,1,7,2,2,25,0,4,3,1,3,2,2,3,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,50,20,4,4,2,3,1,1,6,1,2,2,1,1,2,2
8210001,1,1,2,2,2,1,1,1,89,0,1,3,1,3,1,1,20,1,7,3,1,5,1,2,1,1,2,2,1,1,1,1,45,3,1,3,1,3,2,2,20,1,7,3,1,5,1,2,2,1,2,2,2,1,1,1,60,20,1,4,1,3,1,1,3,1,7,3,1,9,1,2
8220001,1,1,2,2,2,1,2,2,55,0,4,3,1,1,2,2,3,1,7,3,2,5,1,2,2,1,2,2,1,7,2,2,57,3,1,3,1,1,2,2,3,1,8,3,2,5,1,2,2,1,2,2,2,7,2,2,46,0,1,3,1,2,2,2,17,1,8,3,2,5,1,2
8220002,1,1,2,2,1,1,1,1,45,6,4,3,1,1,2,2,3,1,7,1,2,3,1,2,2,1,2,2,1,1,1,1,52,0,1,3,1,1,2,2,3,1,7,1,2,3,1,2,2,1,2,2,2,7,1,1,43,4,1,3,1,2,2,2,17,1,7,1,2,4,1,2
8230002,2,1,2,2,2,6,2,2,46,8,1,1,1,1,1,2,34,1,7,2,2,6,1,2,2,1,2,2,2,7,2,2,25,11,4,3,1,1,2,2,10,1,7,2,2,5,1,1,2,1,2,2,2,7,2,2,28,13,1,3,1,2,2,2,24,1,7,2,2,4,1,2
8230003,1,1,2,2,1,6,1,1,66,10,1,3,1,1,1,2,34,1,4,4,1,7,1,2,1,1,2,1,1,1,1,1,45,18,1,3,1,1,1,2,9,1,4,4,2,9,1,2,1,1,2,1,1,1,1,1,60,0,1,3,2,2,1,2,23,1,4,4,1,9,1,2
8230004,1,1,2,2,2,6,1,1,64,8,1,3,2,1,1,2,18,3,4,4,1,7,1,2,1,1,2,1,1,10,1,1,45,0,1,3,1,1,1,2,27,1,4,4,2,7,1,2,1,1,2,1,1,1,1,1,48,0,1,3,2,2,1,2,41,3,4,4,1,7,1,2
8240001,1,1,2,2,2,7,2,2,50,7,1,3,1,1,1,2,24,1,7,3,2,8,1,2,1,1,2,2,2,6,2,2,25,0,1,3,1,3,2,2,30,1,7,3,2,6,1,2,1,1,2,2,2,1,2,2,30,0,1,3,1,3,1,2,43,1,7,3,2,7,1,1
8240002,1,1,2,2,2,6,2,2,50,8,1,3,1,2,1,2,24,2,7,3,2,1,2,2,2,1,2,2,2,1,2,2,32,0,4,3,1,3,2,2,37,1,7,3,2,1,2,2,2,1,2,2,2,1,2,2,20,0,4,3,1,3,2,2,51,1,7,3,2,1,2,1
8240004,1,1,2,1,1,6,1,1,75,10,1,3,2,2,1,1,12,3,4,4,1,7,1,2,1,1,2,1,1,1,1,1,45,0,1,3,1,3,2,2,27,2,4,4,1,7,1,2,1,1,2,1,1,1,1,1,70,25,1,4,2,3,1,1,6,3,4,4,1,8,1,2
8250002,1,1,2,2,1,2,1,1,52,10,1,3,1,1,1,2,18,1,5,4,2,6,1,2,1,1,2,1,1,10,1,1,25,0,1,3,1,3,2,2,26,1,5,4,2,6,1,1,1,1,2,1,1,4,1,1,28,0,1,3,1,2,2,2,40,1,6,4,2,7,1,2
8250003,1,1,2,2,1,2,2,2,26,3,4,3,1,1,1,2,12,1,2,3,1,1,2,2,1,1,2,1,1,1,2,2,33,0,4,3,1,2,2,2,25,1,2,3,1,1,2,1,1,1,1,1,1,8,1,1,45,0,4,3,2,2,1,2,37,1,2,4,1,1,2,2
8270001,1,1,2,2,2,7,2,2,52,0,1,3,1,1,2,2,24,1,6,3,2,6,1,2,1,1,2,2,2,2,2,1,60,30,1,4,1,1,1,2,12,1,6,3,2,7,1,2,1,1,2,2,2,1,2,1,50,25,1,4,1,3,2,2,24,1,6,3,2,9,1,2
8270002,1,1,2,2,2,1,1,2,60,30,1,3,1,3,2,2,24,1,6,3,2,4,1,2,1,1,2,2,2,1,1,2,45,30,1,4,1,1,1,2,12,1,6,3,2,6,1,2,1,1,2,2,2,1,2,1,50,20,1,4,1,3,2,2,24,1,6,3,2,6,1,2
8280001,2,1,2,2,2,1,2,2,58,0,1,2,1,2,2,2,18,1,6,3,2,7,1,2,1,1,2,2,2,1,2,2,60,25,1,4,1,1,1,2,14,1,6,3,2,8,1,2,1,1,2,2,2,1,2,1,50,25,1,4,1,1,2,2,28,1,6,3,2,9,1,2
8280002,1,1,2,2,2,1,1,2,48,20,1,3,1,3,1,2,12,1,6,3,2,4,1,2,1,1,2,2,2,1,1,2,60,30,1,4,1,2,1,2,18,1,6,3,2,6,1,2,2,1,2,2,2,1,2,1,60,30,1,4,1,1,2,2,36,1,6,3,2,7,1,2
8320002,2,1,2,2,2,6,2,2,43,10,1,3,1,1,1,2,12,1,7,3,2,1,2,2,1,1,2,2,2,8,2,2,25,12,4,2,1,1,1,2,27,1,7,3,2,1,2,2,2,1,2,2,2,1,2,2,30,0,4,3,1,2,1,2,41,1,7,3,2,1,2,2
8320003,1,1,2,2,2,6,1,1,65,10,1,3,1,1,1,2,24,1,5,4,1,7,1,2,1,1,2,1,1,5,1,1,68,0,1,3,2,2,1,2,25,3,5,4,1,7,1,2,1,1,2,1,1,1,1,1,35,0,1,3,2,2,1,2,39,3,5,4,1,7,1,2
8320004,1,1,2,2,2,6,1,1,75,10,1,3,1,1,1,1,12,1,4,3,1,6,1,2,1,1,2,1,1,8,1,1,75,13,1,4,2,2,1,2,8,3,4,3,1,7,1,2,1,1,2,1,1,1,1,1,72,0,1,4,2,2,1,1,20,3,4,3,1,6,1,2
8380001,1,1,2,2,2,7,2,2,55,10,1,3,1,2,1,2,18,1,7,3,2,8,1,2,1,1,2,1,2,1,2,1,55,0,1,3,1,2,2,2,26,1,7,3,2,8,1,2,1,1,2,2,2,2,2,2,32,0,1,3,2,1,1,2,39,1,7,3,2,9,1,1
8390002,1,1,2,2,2,1,2,2,50,10,1,3,1,1,1,2,22,1,6,4,2,6,1,1,1,1,2,2,1,7,2,2,75,0,1,3,1,1,1,1,22,1,6,4,2,7,1,2,1,1,2,2,2,2,1,1,26,0,1,3,2,4,1,2,36,1,6,4,2,7,1,1
8390003,1,1,2,2,1,1,1,1,75,8,1,3,2,1,1,1,12,3,3,4,1,1,2,2,1,1,2,1,1,7,1,1,75,0,1,3,2,1,1,1,12,1,3,4,1,1,2,2,1,1,2,1,1,2,1,1,45,0,4,3,2,1,1,2,25,3,3,4,1,1,2,1
8390004,1,1,2,2,1,1,1,1,45,10,1,3,2,1,1,2,12,3,3,4,1,1,2,2,1,1,2,1,1,1,1,1,45,13,4,3,1,1,1,2,25,1,3,4,1,1,2,2,1,1,2,1,1,1,1,1,42,0,4,3,2,1,1,2,38,3,3,4,1,1,2,1
8400002,1,1,2,2,2,1,1,1,55,10,1,3,1,1,1,2,24,1,5,3,2,6,1,2,1,1,2,1,1,1,1,1,35,0,1,3,1,1,1,2,27,2,5,3,2,7,1,1,2,1,2,1,1,2,1,1,25,0,1,3,1,1,1,2,40,1,5,3,2,6,1,2
8400003,1,1,2,2,2,1,2,1,53,10,1,3,2,1,1,2,12,3,3,4,1,2,2,2,1,1,2,1,1,1,1,1,65,0,1,3,2,1,1,2,25,3,3,4,1,3,2,1,1,1,2,1,1,1,1,1,60,0,4,3,2,1,1,2,38,1,3,4,1,1,2,2
8410001,2,1,2,2,2,6,2,2,55,0,1,3,1,2,2,2,48,1,7,3,2,7,1,2,1,1,2,2,2,1,2,2,55,30,1,3,1,1,1,2,6,1,7,3,2,8,1,2,1,1,2,2,2,1,2,1,50,25,1,3,1,3,1,2,20,1,7,3,2,8,1,2
8410002,2,1,2,2,2,6,2,2,50,0,1,2,1,1,2,2,48,1,6,2,2,4,1,2,1,1,2,2,2,7,2,1,50,20,1,4,1,2,1,2,12,1,7,2,2,7,1,2,1,1,2,2,2,1,2,1,60,30,1,4,1,1,2,2,26,1,7,2,2,8,1,2
8410003,1,1,2,2,2,2,1,1,55,20,1,3,1,1,2,2,36,1,4,4,1,7,1,2,1,1,2,2,2,6,1,1,60,25,1,4,1,1,1,2,15,1,4,4,1,7,1,2,1,1,2,2,2,1,1,1,50,25,1,4,1,1,2,2,24,1,4,4,2,7,1,2
8420001,1,1,2,2,1,1,1,1,55,25,1,4,1,2,1,1,14,1,5,4,2,8,1,2,1,1,1,1,2,2,1,1,70,30,1,4,1,2,1,2,12,1,5,4,2,9,1,2,1,1,2,2,2,1,2,1,60,30,1,4,1,1,2,2,26,1,6,4,2,10,1,2
8450003,1,1,2,2,2,2,1,2,55,0,1,2,1,1,2,2,30,1,5,4,1,7,1,2,1,1,2,2,2,1,1,1,60,20,1,4,1,2,1,2,18,1,5,4,1,7,1,1,1,1,2,2,2,1,1,1,50,20,1,4,1,1,2,2,24,1,5,4,2,7,1,2
8470001,1,1,2,2,2,6,2,2,65,35,1,4,1,3,1,1,6,1,6,3,2,8,1,2,1,1,2,2,2,1,2,2,60,30,1,4,1,2,1,2,17,1,6,3,2,8,1,2,1,1,2,2,2,1,2,1,60,30,1,4,1,1,2,2,36,1,6,3,2,9,1,2
8470002,1,1,2,2,2,1,2,2,45,22,1,3,1,2,1,2,20,1,5,3,2,6,1,2,1,1,2,2,2,1,2,2,60,30,1,4,1,3,1,2,17,1,6,3,2,6,1,2,2,1,2,2,2,1,2,1,50,25,1,4,1,2,2,2,12,1,6,3,2,8,1,2
8490001,2,1,2,2,2,7,2,2,18,0,1,1,1,1,2,2,24,1,8,3,3,4,1,2,2,2,2,2,2,7,2,2,15,0,1,1,1,1,2,2,36,1,8,3,3,5,1,2,2,1,2,2,2,6,2,2,25,0,1,3,1,2,1,2,6,1,8,3,2,4,1,1
8490002,1,1,2,2,2,2,2,2,80,10,1,3,1,1,1,1,22,1,4,3,1,7,1,2,1,1,2,1,1,2,1,2,65,15,1,4,2,1,1,2,9,1,4,3,1,7,1,2,1,1,2,2,2,7,1,1,65,0,1,4,2,2,1,2,22,1,5,3,2,6,1,1
8500003,1,1,2,2,1,1,1,1,70,10,1,3,1,2,1,1,14,1,4,4,1,7,1,2,1,1,2,1,2,1,1,1,64,0,1,3,1,1,1,2,28,1,4,4,1,7,1,2,1,1,2,1,1,1,1,1,65,0,1,4,2,1,1,1,6,1,5,4,1,7,1,2
8500004,1,1,2,2,1,6,1,1,55,10,1,3,1,1,1,2,24,1,4,4,1,7,1,2,1,1,2,1,1,1,1,1,45,0,1,3,1,1,1,2,4,1,4,4,1,7,1,2,1,1,2,1,1,1,1,1,45,17,1,3,2,1,1,2,18,1,4,4,1,7,1,2
8510001,1,1,2,1,2,1,1,1,35,0,1,3,1,1,1,1,29,1,6,4,2,7,1,2,2,1,2,2,2,2,1,1,47,20,1,3,1,2,1,1,6,1,6,4,2,6,1,2,2,1,2,2,2,1,1,1,45,28,1,3,1,1,1,1,18,1,6,4,2,7,1,2
8510002,1,1,2,2,1,7,2,1,35,0,1,3,1,1,1,1,24,1,6,4,2,7,1,2,2,1,2,2,2,2,2,1,45,10,1,3,1,3,1,1,41,1,6,4,2,6,1,2,2,1,2,2,2,1,1,1,35,0,1,3,1,1,1,1,53,1,6,4,2,7,1,2
8520001,2,1,2,2,2,1,2,2,17,0,1,3,1,3,1,1,50,1,8,3,3,1,2,2,2,1,2,2,2,7,2,2,17,0,1,3,1,3,1,2,72,2,8,3,3,1,2,2,2,1,2,2,2,7,2,2,16,28,1,3,1,3,1,1,8,2,8,3,3,1,2,2
8520005,1,1,2,2,1,1,2,1,38,52,1,4,1,1,1,1,17,1,3,3,1,5,1,2,1,1,2,1,2,2,2,1,42,23,1,4,1,3,1,1,29,1,3,3,1,6,1,2,2,1,2,2,2,1,1,1,38,0,1,4,1,1,1,1,44,1,3,3,1,7,1,2
8530001,2,1,2,2,2,1,2,2,35,0,1,3,1,1,1,1,29,1,7,3,2,7,1,2,2,1,2,2,2,7,2,2,35,0,1,3,1,1,1,1,36,1,8,3,2,8,1,2,2,1,2,2,2,7,2,2,22,0,1,3,1,1,2,2,12,1,8,3,2,8,1,2
8530002,2,1,2,2,2,1,2,2,35,0,4,3,1,1,1,1,30,1,7,3,2,1,2,2,2,1,2,2,2,7,2,2,35,0,1,3,1,1,1,1,98,1,7,3,2,5,1,2,2,1,2,2,2,7,2,2,38,29,1,4,1,1,2,2,5,1,7,3,2,5,1,2
8530003,1,1,2,2,2,1,2,1,52,53,1,4,1,1,1,1,20,1,4,4,1,6,1,2,1,1,2,2,2,1,2,2,55,19,1,4,1,1,1,1,26,1,4,4,2,6,1,2,1,1,2,2,2,1,1,1,38,0,1,4,1,1,1,1,38,1,4,4,2,7,1,2
8540001,1,1,2,2,1,1,2,2,38,0,1,3,1,2,1,1,27,1,7,3,2,7,1,2,2,1,2,2,2,2,2,2,55,13,1,3,1,1,1,1,39,1,7,3,2,6,1,1,2,1,2,2,2,7,2,2,34,0,1,3,1,3,1,1,51,1,7,3,2,7,1,2
8540002,1,1,2,2,2,1,2,2,30,0,4,3,1,1,1,1,34,1,7,4,2,1,2,2,2,1,2,2,2,1,2,2,40,0,4,3,1,1,1,1,39,1,7,4,2,6,1,2,2,1,2,2,2,7,2,2,34,0,1,3,1,3,1,1,51,1,7,4,2,7,1,2
8560001,1,1,2,2,2,1,2,1,60,0,1,3,1,1,1,1,12,1,6,3,4,5,1,1,2,1,2,2,2,2,2,1,35,0,1,3,1,1,1,1,96,1,6,3,4,5,1,2,2,1,2,2,2,1,1,1,52,28,1,4,1,3,1,1,12,1,6,3,4,6,1,2
8560002,1,1,2,2,2,1,2,1,45,35,1,3,1,1,1,1,12,1,3,2,1,5,1,2,1,1,2,1,2,1,2,1,42,15,1,3,1,1,1,1,24,1,3,2,1,6,1,2,2,1,2,2,2,1,1,1,35,0,1,3,1,1,1,1,36,1,3,2,1,7,1,2
8570001,2,1,2,2,2,7,2,2,30,0,4,3,1,1,1,1,53,1,8,2,2,1,2,2,2,1,2,2,2,2,2,2,25,0,1,3,1,3,2,2,65,1,8,2,2,4,2,2,2,1,2,2,2,7,2,2,16,28,1,3,1,3,1,1,5,2,8,2,2,1,2,2
8570002,1,1,2,2,1,1,2,2,35,0,4,3,1,1,1,1,12,1,7,3,2,5,1,2,2,1,2,2,2,1,2,2,34,0,1,3,1,3,2,2,24,1,7,3,2,6,1,2,2,1,2,2,2,1,2,2,22,0,1,3,1,1,1,1,36,1,7,3,2,7,1,2
8570003,1,1,2,2,2,1,2,1,40,0,1,4,1,1,1,1,12,1,5,3,1,6,1,2,2,1,2,2,2,2,2,1,48,15,1,4,1,1,1,1,14,1,5,3,1,6,1,2,2,1,2,2,2,1,2,1,38,0,1,4,1,1,1,1,24,1,5,3,1,7,1,2
8570004,1,1,2,1,2,1,2,1,52,0,1,4,1,1,1,1,12,1,4,4,1,7,1,2,1,1,2,1,2,1,1,1,48,26,1,4,1,1,1,1,12,1,4,4,1,7,1,2,2,1,2,2,2,1,1,1,50,0,1,4,1,1,1,1,24,1,4,4,1,7,1,2
8580001,2,1,2,2,2,7,2,2,35,0,4,3,1,3,1,1,12,1,8,3,2,1,2,2,2,1,2,2,2,7,2,2,34,0,1,3,1,1,1,2,29,1,8,3,2,1,2,2,2,2,2,2,2,7,2,2,17,0,1,3,1,2,2,2,42,1,8,3,2,1,2,2
8580002,2,1,2,2,2,1,2,2,20,0,4,3,2,3,2,1,12,1,8,3,2,1,2,1,2,1,2,2,2,7,2,2,35,0,1,3,1,1,2,2,29,1,8,3,2,1,2,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,41,1,8,3,2,1,2,2
8580003,1,1,2,1,2,1,2,2,40,0,1,3,1,2,1,1,12,1,5,4,1,7,1,2,1,1,2,1,2,2,2,2,52,0,1,3,1,3,1,1,75,1,6,4,1,8,1,2,1,1,2,1,2,1,1,1,52,28,1,4,2,1,1,1,8,1,6,4,1,8,1,2
8580004,1,1,2,1,2,1,2,1,35,0,1,3,1,1,1,1,12,1,5,3,1,7,1,2,1,1,2,2,2,2,2,1,35,17,1,3,1,1,1,1,20,1,5,3,2,6,1,2,1,1,2,2,2,1,1,1,35,26,1,3,1,1,1,1,24,1,5,3,2,7,1,2
8590001,1,1,2,2,2,1,2,2,34,0,1,3,1,3,2,1,48,2,7,3,2,7,1,2,2,1,2,2,2,1,2,2,35,0,1,3,1,1,1,1,62,1,7,3,2,7,1,1,2,1,2,2,2,7,2,2,38,29,1,3,1,2,1,1,5,1,7,3,2,7,1,2
8590002,1,1,2,2,1,1,2,2,34,0,1,3,1,3,2,1,36,2,7,3,2,1,2,1,2,1,2,2,2,1,2,2,22,0,1,3,1,1,2,1,48,1,7,3,2,5,1,1,2,1,2,2,2,1,2,2,38,28,1,3,1,2,1,1,5,1,7,3,2,5,1,2
8590004,1,1,2,1,1,2,2,1,35,0,1,3,1,1,1,1,29,1,3,4,1,7,1,2,1,1,2,1,2,2,2,1,38,23,1,4,1,1,1,1,36,1,3,4,1,7,1,2,2,1,2,2,2,2,2,1,38,0,1,4,1,1,1,1,48,1,3,4,1,7,1,2
8650001,2,1,2,2,2,7,2,2,50,5,1,3,1,2,1,2,18,2,7,4,2,9,1,2,1,1,2,2,2,1,2,2,35,21,1,3,1,2,1,2,22,1,7,4,2,9,1,2,2,1,2,2,2,1,2,2,35,0,1,3,1,3,1,2,35,1,7,4,2,8,1,2
8740001,2,1,2,2,2,6,2,2,45,8,1,3,1,1,1,2,12,1,6,3,3,6,1,2,2,1,2,2,2,1,2,2,30,14,1,3,1,1,1,2,31,1,6,3,3,6,1,2,2,1,2,2,2,1,2,2,30,0,1,3,1,1,1,2,44,1,7,3,3,6,1,1
8740002,1,1,2,2,1,6,1,1,75,10,1,3,2,1,1,1,24,3,3,4,1,7,1,2,1,1,2,1,1,1,1,1,75,21,1,4,2,1,1,2,7,3,3,4,1,8,1,2,1,1,2,1,2,1,1,1,70,25,1,4,2,1,1,1,20,3,4,4,1,8,1,1
8750002,1,1,2,2,2,1,1,2,35,28,1,3,1,1,1,1,12,1,6,3,2,1,2,2,2,2,2,2,2,7,1,2,38,10,4,4,1,1,1,1,27,1,6,3,2,1,2,1,2,1,2,2,2,1,1,1,38,0,1,4,1,1,1,1,41,1,6,3,2,1,2,2
8750003,1,1,2,2,2,1,2,1,35,0,1,3,1,1,1,1,36,1,3,3,1,7,1,2,1,1,2,1,1,2,2,1,55,15,1,4,1,3,1,1,9,1,3,3,1,7,1,2,2,1,2,2,2,1,1,1,52,0,1,4,1,1,1,1,21,1,3,3,1,8,1,2
8760001,1,1,2,1,2,1,1,1,35,55,1,4,1,1,1,1,18,1,6,4,2,7,1,2,1,1,2,1,2,2,2,2,45,17,1,3,1,1,1,1,26,1,6,4,2,8,1,2,2,1,2,2,2,1,1,1,35,0,1,3,1,1,1,1,41,1,6,4,2,9,1,2
8760002,1,1,2,2,2,1,2,2,35,55,1,4,1,1,1,1,18,1,5,3,2,1,2,2,1,1,2,2,2,1,2,2,35,17,1,3,1,1,1,1,29,1,6,3,2,1,2,2,2,1,2,2,2,1,1,1,35,0,1,3,1,1,1,1,41,1,6,3,2,1,2,2
8760003,1,1,2,2,2,1,2,2,35,55,1,4,1,1,1,1,18,1,2,3,1,1,2,2,1,1,2,2,2,2,2,2,30,15,4,3,1,1,1,1,24,1,2,3,1,1,2,2,2,1,2,2,2,2,2,2,30,0,1,3,1,1,1,1,36,1,2,3,1,1,2,2
8770001,2,1,2,2,2,7,2,2,30,0,1,3,1,1,2,2,36,1,8,3,3,1,2,1,2,1,2,2,2,7,2,2,16,0,1,3,1,3,2,2,48,2,8,3,3,1,2,2,2,1,2,2,2,7,2,2,16,0,1,3,1,3,1,1,60,1,8,3,3,1,2,1
8770002,1,1,2,2,2,1,2,2,60,56,1,4,1,1,1,1,14,1,5,3,1,7,1,2,1,1,2,2,2,7,2,2,55,10,1,3,1,1,1,1,29,1,5,3,1,7,1,2,2,1,2,2,2,1,2,2,42,0,1,3,1,3,1,1,29,1,5,3,1,8,1,1
8790002,2,1,2,2,2,7,2,2,30,0,1,3,1,3,1,2,24,1,8,1,2,1,2,2,2,2,2,2,2,7,2,2,18,0,4,3,1,3,1,2,6,1,8,1,3,2,2,2,2,1,2,2,2,7,2,2,38,0,4,3,1,3,1,1,18,1,8,1,3,2,2,2
8820001,1,1,2,2,2,2,1,2,22,0,1,2,2,1,1,2,12,1,5,4,2,11,1,1,1,1,2,2,2,2,1,2,25,0,1,2,2,1,1,2,24,1,6,4,2,12,1,1,1,1,2,1,1,6,1,2,39,30,1,3,1,1,1,2,36,1,6,4,2,12,1,2
8820002,1,1,2,1,2,1,1,1,69,70,1,2,2,1,1,2,13,3,5,5,2,10,1,1,1,1,2,1,1,1,1,1,65,38,1,2,2,1,1,2,25,3,5,5,2,12,1,1,1,1,2,1,1,2,1,1,60,0,1,3,1,1,1,1,37,1,5,5,2,11,1,2
8820004,1,1,2,1,2,5,2,2,22,0,4,2,2,1,1,2,6,3,2,2,1,1,2,1,1,1,2,1,2,1,1,2,22,0,4,2,2,1,1,2,18,3,2,2,1,1,2,1,1,1,2,1,1,2,1,2,20,25,4,3,1,1,2,2,30,1,2,3,1,1,2,2
8830001,2,1,2,1,2,1,2,2,50,0,1,3,2,2,1,2,10,3,6,4,1,7,1,2,2,2,2,2,2,1,2,2,48,0,1,3,2,2,1,2,10,3,6,4,1,7,1,2,1,1,2,1,1,2,1,1,40,25,1,3,1,2,1,2,22,1,6,4,1,7,1,2
8840001,1,1,2,2,2,1,2,2,80,18,1,4,1,2,1,1,12,1,5,3,2,13,1,2,1,1,2,2,1,1,1,1,80,0,1,4,1,2,1,1,24,1,5,3,2,14,1,2,1,1,2,2,2,1,1,1,80,0,1,4,2,1,1,1,36,1,5,3,2,12,1,2
8840002,2,1,2,2,2,1,1,1,50,12,1,4,1,2,1,1,24,1,4,3,2,1,2,2,1,1,2,2,1,1,1,1,85,0,1,4,1,1,1,1,2,1,4,3,2,1,2,2,1,1,2,1,1,1,1,1,80,0,4,4,2,1,1,1,14,1,5,3,2,1,2,2
8840004,2,1,2,2,2,1,2,2,35,18,4,3,2,2,1,2,10,3,2,2,1,1,2,2,1,1,2,2,2,1,1,1,38,0,4,3,2,2,1,2,2,3,2,3,1,1,2,2,1,1,2,1,1,1,2,2,35,0,4,4,2,1,1,2,20,1,2,3,1,1,2,2
8840005,2,1,2,2,2, , , ,10,0,4,3,1,1,2,2,24,1,2,1,1,1,2,2,2,1,2,2,2, , , ,19,0,4,4,1,2,1,2,6,1,2,1,1,1,2,2,2,1,2,2,1, , , ,30,0,4,4,2,1,1,2,18,1,2,1,1,1,2,2
8870002,2,1,2,2,2,7,2,2,20,0,4,3,1,1,1,2,24,1,8,1,3,3,2,2,2,1,2,2,2,7,2,2,18,0,4,3,1,1,1,2,30,1,8,1,3,2,2,2,2,1,2,2,2,6,2,2,25,0,1,3,1,1,2,2,42,1,8,1,3,2,2,2
8880001,1,1,2,2,2,1,1,1,40,0,1,3,1,1,2,2,72,1,5,4,2,10,1,2,1,1,2,2,2,1,1,1,35,0,1,3,1,1,1,2,78,1,5,4,2,10,1,2,1,1,2,1,2,1,1,1,47,26,1,4,1,1,1,1,9,1,6,4,2,10,1,2
8880002,1,1,2,2,2,1,2,2,35,0,1,3,1,3,2,2,24,1,6,4,2,6,1,2,1,1,2,2,2,1,1,1,40,0,1,3,1,3,1,1,36,2,6,4,2,6,1,2,1,1,2,1,2,1,1,1,52,0,1,3,1,3,1,1,48,1,6,4,2,7,1,2
8890002,2,1,2,2,2,1,1,2,55,15,4,2,2,2,1,2,8,1,5,3,2,1,2,1,1,1,2,2,2,8,1,1,40,8,4,4,2,2,1,1,8,3,6,3,2,1,2,1,2,1,2,2,2,1,1,1,45,15,1,4,2,2,1,1,20,3,6,3,2,1,2,2
8900002,2,1,2,2,2,1,1,1,47,12,4,3,2,2,2,2,14,1,5,4,2,1,2,2,2,1,2,2,2,7,2,2,45,8,1,4,1,2,1,1,9,1,5,4,2,1,2,2,2,1,2,2,2,7,1,1,54,0,1,4,1,2,1,1,20,1,6,4,2,1,2,1
8910002,1,1,2,1,2,1,1,2,69,10,1,3,2,1,1,1,26,1,5,4,2,1,2,2,2,1,2,2,2,8,1,1,75,15,1,3,1,1,1,1,9,1,5,4,2,1,2,2,2,1,2,2,2,1,1,1,79,15,1,3,1,1,1,1,21,1,5,4,2,1,2,2
8930001,1,1,2,2,2,1,2,1,55,18,1,4,2,1,1,1,6,1,7,4,2,7,1,2,2,1,2,2,2,8,1,1,45,8,4,4,1,1,2,2,21,1,7,4,2,8,1,1,2,1,2,2,2,1,1,1,44,0,1,4,1,1,1,1,31,1,7,4,2,10,1,2
8930002,2,1,2,2,2,7,2,1,52,0,4,3,2,3,1,2,27,2,7,2,2,1,2,2,2,1,2,2,2,7,1,1,45,12,1,3,1,3,2,2,9,1,7,2,2,1,2,1,2,1,2,2,2,1,1,1,44,10,1,3,1,1,1,2,3,1,7,2,2,1,2,1
8930003,1,1,2,2,1,5,1,2,69,0,4,3,2,1,1,1,29,1,3,4,1,1,2,2,1,1,2,2,2,8,1,1,69,12,1,3,1,1,2,2,7,2,4,4,1,6,1,2,1,1,2,2,2,8,1,1,54,10,1,3,1,1,1,1,17,1,4,4,1,7,1,2
8940002,1,1,2,1,2,5,1,2,52,15,1,3,2,2,1,1,15,1,5,4,2,7,1,2,1,1,2,2,2,8,1,1,55,10,1,4,2,2,1,1,13,3,5,4,2,8,1,1,2,1,2,2,2,2,1,1,35,10,1,4,1,2,1,1,25,1,5,4,2,9,1,1
8950002,1,1,2,2,2,1,2,2,50,0,1,3,2,2,1,1,26,1,7,3,2,1,2,2,2,1,2,2,1,8,1,1,50,10,1,3,2,2,2,2,16,3,7,3,2,1,2,2,2,1,2,2,2,1,1,1,30,0,1,3,1,2,2,2,28,1,7,3,2,1,2,2
8960002,2,1,2,2,2,1,1,2,47,0,1,3,2,2,1,2,39,1,6,4,2,1,2,2,2,1,2,2,2,7,1,1,47,10,1,3,1,2,1,1,12,1,6,4,2,1,2,2,2,1,2,2,2,7,1,1,54,15,1,3,1,3,1,1,1,1,6,4,2,1,2,2
8970001,1,1,2,2,2,1,2,2,52,0,1,2,1,3,1,1,50,1,6,3,2,12,1,2,1,1,2,2,2,7,1,1,65,10,1,4,1,3,1,1,8,1,6,3,2,13,1,1,2,1,2,2,2,8,1,1,64,10,1,4,1,3,1,1,20,1,6,3,2,13,1,1
8980002,2,1,2,2,2,6,2,1,42,12,4,3,2,2,2,2,18,1,6,3,2,1,2,1,2,1,2,2,2,1,1,1,55,12,1,3,2,2,1,2,12,3,6,3,2,1,2,1,2,1,2,2,2,7,1,1,42,0,1,3,2,2,2,2,24,3,6,3,2,1,2,2
