pid,email_21,messenger_21,blog_21,cloud_21,call_check_21,service_purchase_21,money_transfer_21,cradit_card_21,agency_purchase_21,machine_purchase_21,phone_owner_21,data_21,dmb_21,agency_21,voice_service_21,data_service_21,use_date_21,brand_21,age_21,school_21,marry_21,salary_21,job_21,religion_21,email_22,messenger_22,blog_22,cloud_22,call_check_22,service_purchase_22,money_transfer_22,cradit_card_22,agency_purchase_22,machine_purchase_22,phone_owner_22,data_22,dmb_22,agency_22,voice_service_22,data_service_22,use_date_22,brand_22,age_22,school_22,marry_22,salary_22,job_22,religion_22,email_23,messenger_23,blog_23,cloud_23,call_check_23,service_purchase_23,money_transfer_23,cradit_card_23,agency_purchase_23,machine_purchase_23,phone_owner_23,data_23,dmb_23,agency_23,voice_service_23,data_service_23,use_date_23,brand_23,age_23,school_23,marry_23,salary_23,job_23,religion_23
7510003,1,1,2,1,1,1,2,1,33,0,4,2,1,1,2,2,7,1,3,4,1,1,2,2,1,1,2,1,1,1,2,1,38,0,4,3,2,1,1,2,20,3,3,4,1,1,2,2,1,1,1,1,1,4,1,1,37,0,4,3,2,1,1,1,32,1,3,4,1,1,2,2
7530001,1,1,2,2,1,2,2,1,70,0,1,4,1,3,1,1,20,1,6,4,2,12,1,1,1,1,2,2,2,1,1,1,40,15,1,4,1,3,1,1,33,1,6,4,2,12,1,1,1,1,2,2,2,2,1,1,51,0,1,4,2,3,1,2,45,1,6,4,2,12,1,2
7530002,1,1,2,2,2,1,2,1,54,0,1,2,1,3,1,2,28,2,6,3,2,1,2,1,1,1,2,2,2,4,1,1,34,0,1,2,1,1,1,2,3,1,6,3,2,1,2,1,1,1,2,2,1,1,1,1,33,0,1,2,2,3,1,2,16,1,6,3,2,1,2,1
7530003,1,1,2,2,2,2,2,1,55,0,1,2,1,2,1,2,36,1,3,4,1,6,1,2,1,1,2,2,1,2,2,1,45,0,1,3,1,4,1,2,9,1,3,4,1,7,1,2,1,1,1,2,2,7,1,1,54,0,1,3,2,3,1,1,24,1,3,4,1,1,2,2
7530004,1,1,2,2,1,2,1,1,42,10,4,2,1,3,1,2,4,1,3,4,1,1,2,1,1,1,2,2,2,2,1,1,40,0,4,1,1,3,1,2,8,1,3,4,1,1,2,2,1,1,2,1,1,1,1,1,44,0,1,2,2,3,2,2,20,1,3,4,1,1,2,2
7530005,1,1,2,2,2,1,2,2,19,0,1,2,1,3,1,2,18,1,2,3,1,1,2,2,1,1,2,2,2,1,1,2,40,0,4,3,1,3,1,2,15,1,2,4,1,1,2,2,1,1,2,2,2,8,1,1,34,15,4,3,2,3,1,2,30,1,3,4,1,1,2,2
7550001,1,1,2,2,1,1,1,2,60,15,1,4,1,3,1,1,3,1,6,3,2,8,1,2,1,1,2,2,1,7,2,2,65,10,1,4,1,1,1,1,12,1,6,3,2,9,1,2,1,1,2,2,1,1,1,1,60,12,1,4,1,1,1,1,24,1,6,3,2,9,1,2
7550002,1,1,1,1,1,1,1,2,65,10,1,3,1,3,1,1,24,2,6,3,2,1,2,2,1,1,2,2,1,10,1,2,55,0,4,4,1,1,1,1,12,1,6,3,2,1,2,2,1,1,2,2,1,1,1,1,55,15,4,4,1,3,1,1,24,1,6,3,2,1,2,2
7550003,1,1,2,1,1,8,1,1,54,0,1,4,1,3,2,1,24,2,3,4,1,6,1,2,1,1,1,1,1,1,1,1,55,10,1,4,2,1,1,1,6,3,3,4,1,8,1,2,1,1,1,1,1,1,1,1,55,12,1,4,2,1,1,1,18,3,3,4,1,8,1,2
7550004,1,1,2,1,2,2,2,1,62,0,4,4,2,1,1,1,6,3,2,4,1,1,2,2,1,1,1,1,1,1,1,1,55,10,4,4,2,1,1,1,12,3,3,4,1,1,2,2,1,1,1,1,1,1,1,1,65,0,4,4,2,1,2,2,24,3,3,4,1,1,2,2
7570001,1,1,2,2,2,5,1,1,42,5,1,4,1,1,2,2,11,1,4,3,2,7,1,1,1,1,2,1,2,1,1,1,65,12,1,4,1,1,1,1,15,1,5,3,2,7,1,1,2,1,2,2,2,1,1,1,69,5,1,4,1,1,1,1,27,1,5,3,2,7,1,1
7570002,1,1,2,2,2,5,1,1,39,0,4,3,1,1,2,2,14,1,4,3,2,1,2,1,1,1,2,2,2,4,1,1,57,0,4,4,1,1,1,2,15,1,5,3,2,1,2,1,2,1,2,2,2,4,1,1,78,0,4,4,1,1,1,1,27,1,5,3,2,1,2,1
7600002,1,1,2,1,2,1,1,1,55,10,1,4,2,2,1,1,13,1,6,3,1,6,1,2,2,1,2,2,2,1,1,1,45,10,1,3,2,1,1,1,33,1,6,3,1,7,1,2,2,1,2,2,2,1,2,1,39,0,1,3,2,2,1,2,36,1,6,3,1,6,1,2
7660001,1,1,2,2,2,2,2,2,18,32,1,2,1,1,1,2,32,1,6,3,2,3,1,2,1,1,2,2,1,2,2,2,55,13,1,4,1,1,1,1,17,2,6,3,2,8,1,2,1,1,2,2,2,1,1,2,55,0,1,4,2,2,1,1,26,1,6,3,2,9,1,2
7660002,1,1,2,2,2,2,2,2,12,22,1,2,1,1,1,2,34,1,5,3,2,1,2,2,1,1,2,2,1,1,2,2,62,18,1,4,1,1,1,1,22,1,6,3,2,1,2,2,2,1,2,2,1,2,1,1,50,40,4,4,2,2,1,2,8,1,6,3,2,4,2,2
7660003,1,1,2,2,2,2,2,2,75,21,1,2,1,1,2,2,26,1,3,3,1,4,1,2,1,1,2,2,1,8,1,2,48,0,4,4,2,2,1,1,5,3,3,3,1,6,1,2,1,1,2,1,1,2,1,1,50,60,4,4,2,2,1,1,17,1,3,3,1,8,1,2
7660004,1,1,2,2,2,2,2,2,32,18,1,2,2,3,2,2,20,3,3,3,1,4,1,2,1,1,2,2,1,7,1,2,50,0,4,4,2,2,1,1,5,3,3,3,1,6,1,2,1,1,2,2,2,1,1,1,50,0,4,4,2,1,1,2,6,1,3,3,1,7,1,2
7670002,1,1,2,2,2,2,2,2,31,0,4,2,1,1,2,2,55,1,6,3,2,1,2,2,2,1,2,2,2,2,2,2,48,0,4,2,1,2,2,2,67,1,6,3,2,1,2,2,2,1,2,2,2,1,2,2,57,13,4,4,1,1,2,2,4,1,6,3,2,1,2,2
7680002,1,1,2,2,2,2,2,2,36,0,4,2,1,1,2,2,63,1,6,3,2,1,2,2,2,1,2,2,2,2,2,2,48,0,4,2,1,1,2,2,75,1,6,3,2,1,2,2,2,1,2,2,2,1,2,2,54,14,4,4,1,3,2,2,6,1,6,3,2,1,2,1
7690002,2,1,2,2,2,6,2,2,37,0,1,3,2,3,2,2,32,1,7,2,2,2,2,1,2,1,2,2,2,6,2,2,37,0,1,3,1,2,2,2,44,1,7,2,2,2,2,1,2,1,2,2,2,6,2,2,43,0,1,3,1,1,2,2,56,1,8,2,2,2,2,1
7700002,1,1,2,2,2,2,2,2,46,0,4,3,1,1,2,2,32,1,6,2,2,1,2,1,2,1,2,2,2,2,2,2,39,0,4,3,1,1,2,2,44,1,6,2,2,1,2,1,2,1,2,2,2,6,2,2,43,0,4,3,1,2,2,2,56,1,7,2,2,1,2,1
7750001,1,1,2,2,2,2,2,1,83,10,1,4,1,1,1,1,5,1,5,4,2,9,1,2,1,1,2,2,2,6,2,1,62,10,1,4,1,1,1,1,19,1,5,4,2,9,1,2,1,1,2,2,2,1,1,1,65,10,1,4,1,3,1,1,4,1,5,4,2,10,1,2
7750002,2,1,2,2,2,2,2,2,83,12,1,4,1,1,1,1,4,1,5,4,2,1,2,2,2,1,1,2,1,2,2,2,69,10,1,4,1,1,1,1,18,1,5,4,2,1,2,2,2,1,1,2,2,2,1,1,60,10,1,4,1,3,1,1,4,1,5,4,2,1,2,1
7760002,2,1,2,2,2,6,2,2,39,8,1,2,1,3,1,2,20,1,7,3,2,7,1,2,2,1,2,2,2,6,2,2,38,7,1,2,1,3,1,2,30,1,7,3,2,7,1,2,2,1,2,2,2,6,2,2,49,11,1,3,1,3,1,2,6,1,7,3,2,7,1,2
7760003,1,1,2,2,1,2,2,1,110,12,1,4,1,3,1,1,6,1,4,4,1,8,1,2,1,1,2,2,1,2,1,1,72,10,1,4,2,3,1,1,18,2,4,4,1,9,1,2,2,1,2,1,1,2,1,1,69,15,1,4,2,3,1,1,3,3,5,4,1,9,1,2
7770001,2,1,2,2,2,6,2,2,49,8,1,3,1,3,1,2,8,1,6,3,2,10,1,2,2,1,2,2,2,7,2,2,49,10,1,3,1,1,1,2,24,1,6,3,2,10,1,2,2,1,2,2,2,7,2,2,48,12,1,3,1,1,1,2,3,1,6,3,2,11,1,2
7770002,2,1,2,2,2,6,2,2,48,7,1,3,1,2,1,2,6,1,6,3,2,1,2,2,2,1,2,2,2,6,2,2,39,8,1,3,1,1,1,2,24,1,6,3,2,1,2,2,2,1,2,2,2,6,2,2,39,10,1,3,1,1,1,2,4,1,6,3,2,1,2,2
7770003,1,1,2,2,1,2,2,1,88,11,1,4,1,3,1,1,6,1,3,4,1,7,1,2,1,1,1,2,1,2,2,1,72,10,1,4,2,1,1,1,20,3,3,4,1,7,1,2,1,1,2,2,2,2,1,1,72,12,1,4,1,1,1,1,6,1,4,4,1,7,1,2
7770004,1,1,2,2,2,2,2,1,61,10,1,4,1,3,1,1,7,1,3,4,1,3,2,2,2,1,2,2,1,2,2,1,72,10,1,4,2,1,1,1,21,3,3,4,1,7,1,2,1,1,2,2,1,2,1,1,69,11,1,4,1,1,1,1,3,1,3,4,1,7,1,2
7780001,2,1,2,2,2,6,2,2,47,7,1,2,1,3,1,2,26,1,7,1,2,6,1,2,2,1,2,2,2,7,2,2,28,0,1,2,1,1,1,2,42,1,7,1,2,6,1,2,2,1,2,2,2,7,2,2,38,11,1,3,1,2,1,2,7,1,7,1,2,7,1,2
7780002,2,1,2,2,2,6,2,2,46,7,1,2,1,1,1,2,6,1,6,1,2,5,1,2,2,1,2,2,2,6,2,2,38,7,1,2,1,3,1,2,20,1,6,1,2,4,1,2,2,1,2,2,2,6,1,1,48,12,1,3,1,2,1,2,6,1,6,1,2,5,1,2
7780003,1,1,2,2,2,2,2,1,76,10,1,2,1,3,1,1,17,1,4,4,1,7,1,2,1,1,2,2,2,4,1,1,57,8,1,2,1,1,1,2,30,1,4,4,1,7,1,2,2,1,2,2,2,2,1,1,69,11,1,4,1,2,1,1,6,1,4,4,1,8,1,2
7780004,1,1,2,2,2,2,2,2,88,11,1,4,2,3,1,1,3,3,4,4,1,7,1,2,1,1,2,2,2,2,2,1,61,10,1,4,1,2,1,1,17,1,4,4,1,6,1,2,1,1,1,2,1,6,1,1,68,13,1,4,1,2,1,1,6,1,4,4,1,8,1,2
7780005,1,1,2,2,1,2,2,1,11,13,1,4,1,3,1,1,6,1,4,4,1,7,1,2,1,1,2,2,2,4,1,1,62,10,1,4,1,3,1,1,20,1,4,4,1,7,1,2,1,1,2,2,2,2,1,1,68,12,1,4,1,2,1,1,5,1,4,4,1,7,1,2
7790003,1,1,2,2,1,2,2,1,83,10,1,4,2,1,1,1,6,3,3,4,1,4,2,2,1,1,2,2,1,2,1,1,58,10,1,4,2,3,1,1,20,3,3,4,1,1,2,2,1,1,2,2,1,2,1,1,59,12,1,4,2,1,1,1,3,3,3,4,1,1,2,2
7790004,1,1,2,2,2,2,2,2,61,10,4,4,2,1,1,1,3,3,3,4,1,1,2,2,1,1,2,2,1,2,1,1,57,10,1,4,1,3,1,1,17,1,3,4,1,1,2,2,1,1,2,2,2,2,1,1,65,12,1,4,1,1,1,1,5,1,3,4,1,1,2,2
7800001,1,1,2,2,1,2,2,1,61,10,1,4,1,2,1,1,4,1,5,3,2,9,1,1,2,1,2,2,2,6,1,1,62,9,1,4,1,1,1,1,20,1,5,3,2,9,1,2,2,1,2,2,2,7,1,1,56,10,1,4,1,3,1,1,5,1,5,3,2,9,1,2
7800002,2,1,2,2,1,2,2,2,61,10,1,4,1,2,1,1,6,1,5,4,2,1,2,1,2,1,2,2,2,6,2,2,58,10,1,4,1,1,1,1,18,1,5,4,2,1,2,2,2,1,1,2,1,2,1,1,56,10,1,4,1,3,1,1,3,1,5,4,2,1,2,2
7800003,1,1,2,2,2,7,2,2,23,8,4,3,1,2,1,2,7,1,2,2,1,1,2,1,1,1,2,2,2,7,2,2,38,6,4,3,1,1,1,2,21,1,2,3,1,1,2,2,1,1,2,2,2,7,2,2,21,7,4,3,1,1,1,2,3,1,2,3,1,1,2,2
7800004,2,1,2,2,2, , , ,21,7,4,3,1,2,1,2,8,1,2,1,1,1,2,1,2,1,2,2,2, , , ,26,6,4,3,1,1,1,2,24,1,2,1,1,1,2,2,2,1,2,2,2,7,2,2,21,8,4,3,1,1,1,2,6,1,2,2,1,1,2,2
7810001,1,1,2,2,2,2,1,1,52,5,1,2,1,1,1,2,26,1,5,4,2,7,1,2,2,1,2,2,2,2,1,1,48,8,1,3,1,1,1,2,3,1,5,4,2,7,1,1,2,1,2,2,2,1,1,1,49,10,1,3,1,2,1,2,17,1,5,4,2,8,1,2
7810002,2,1,2,2,2,1,2,2,42,6,1,2,1,2,1,2,30,1,5,4,2,1,2,2,2,1,2,2,2,6,2,2,39,7,1,3,1,3,1,2,3,1,5,4,2,1,2,1,2,1,2,2,2,2,1,1,49,12,1,3,1,2,1,2,17,1,5,4,2,1,2,2
7810003,1,1,2,2,2,1,2,2,35,6,4,3,1,3,1,2,6,1,2,2,1,1,2,2,2,1,2,2,2,7,2,2,21,0,4,3,1,3,1,2,20,1,2,2,1,1,2,1,2,1,2,2,2,7,2,2,28,7,4,3,1,2,1,2,6,1,2,3,1,1,2,2
7820001,2,1,2,2,1,1,2,2,42,7,1,2,1,1,1,2,9,1,6,3,2,7,1,2,2,1,2,2,2,7,2,2,48,10,1,2,1,3,1,2,25,1,7,3,2,7,1,2,2,1,2,2,2,7,2,2,47,0,1,2,1,1,1,2,6,1,7,3,2,7,1,2
7820002,2,1,2,2,1,6,2,2,42,6,1,2,1,2,1,2,6,1,6,3,2,7,1,2,2,1,2,2,2,7,2,2,40,0,1,2,1,3,1,2,20,1,6,3,2,7,1,1,2,1,2,2,2,6,2,2,48,10,1,2,1,1,1,2,6,1,6,3,2,7,1,2
7820003,1,1,2,2,2,1,1,2,89,10,1,3,1,3,1,1,18,1,3,4,1,7,1,2,1,1,2,2,2,2,1,1,78,10,1,3,1,1,1,1,3,2,4,4,1,7,1,2,1,1,2,1,1,2,1,1,75,12,1,3,1,1,1,1,17,1,4,4,1,8,1,2
7830001,2,1,2,2,1,1,1,2,65,12,1,3,1,1,1,1,14,1,6,3,2,8,1,2,1,1,2,1,2,7,1,1,65,0,1,3,2,3,2,2,30,1,6,3,2,11,1,2,2,1,2,2,1,1,1,1,43,0,1,4,2,2,1,2,2,1,6,3,2,9,1,2
7830002,2,1,2,2,1,1,1,2,70,20,1,4,1,1,1,1,8,1,6,3,2,4,1,2,1,1,2,1,2,7,1,1,50,0,4,3,1,3,1,2,24,1,6,3,2,9,1,2,2,1,2,2,2,7,1,1,64,12,1,4,2,1,1,1,2,1,6,3,2,8,1,2
7840001,2,1,2,2,2,1,2,2,60,15,1,3,1,2,1,1,12,1,7,3,2,7,1,2,2,1,2,2,2,1,2,2,45,0,1,3,1,1,2,1,15,1,7,3,2,7,1,2,2,1,2,2,2,1,2,2,55,0,1,3,1,1,1,1,26,1,7,3,2,6,1,2
7840002,2,2,2,2,2,1,2,2,50,10,1,3,1,3,1,2,7,1,7,3,2,1,2,2,2,1,2,2,2,1,2,2,35,0,1,3,1,1,2,1,14,1,7,3,2,1,2,2,2,1,2,2,2,1,2,2,50,0,1,3,1,1,1,1,26,1,7,3,2,1,2,2
7850002,1,1,2,2,2,1,1,2,75,15,1,4,1,1,1,1,12,1,5,4,2,1,2,2,1,1,2,2,2,1,1,1,60,0,1,4,1,1,1,2,24,1,5,4,2,7,1,2,2,1,2,2,2,7,1,1,59,4,1,4,2,3,1,1,5,1,6,4,2,7,1,2
7860001,2,2,2,2,2,7,2,2,60,15,1,3,1,2,2,1,12,1,7,3,2,9,1,2,2,1,2,2,2,1,2,2,40,0,1,3,1,2,2,2,12,1,8,3,2,8,1,2,2,1,2,2,2,7,2,2,47,0,1,4,2,1,1,2,2,1,8,3,2,9,1,2
7860003,1,1,2,1,1,1,1,1,58,15,1,4,2,3,1,1,6,3,3,4,1,1,2,2,1,1,2,1,2,1,1,1,65,15,1,4,1,1,2,1,18,1,4,4,1,7,1,2,1,1,2,2,2,1,1,1,74,12,1,4,2,1,1,1,4,3,4,4,1,7,1,2
7880001,1,1,2,2,1,1,2,2,60,20,1,4,1,1,1,1,14,1,5,4,2,10,1,2,1,1,2,2,1,1,1,2,60,10,1,4,2,1,1,1,18,1,5,4,2,10,1,2,1,1,2,2,1,7,1,2,62,12,1,4,2,2,1,1,4,1,5,4,2,10,1,2
7880002,1,1,2,2,1,1,2,2,55,15,1,4,1,1,1,1,12,1,5,4,2,6,1,2,2,1,2,2,1,1,1,1,60,15,1,4,2,2,1,1,24,1,6,4,2,8,1,2,1,1,1,1,1,1,1,1,61,11,4,4,2,2,1,1,4,1,6,4,2,8,1,2
7890001,1,1,2,1,1,1,1,1,75,15,1,2,2,3,1,1,12,1,6,4,2,9,1,2,2,1,2,2,2,7,1,1,75,9,4,4,2,3,1,2,8,1,6,4,2,8,1,2,2,1,2,2,2,7,1,1,59,4,1,4,2,2,1,1,24,1,6,4,2,9,1,2
7890002,2,1,2,2,1,7,2,2,65,18,4,4,2,2,1,1,9,1,5,4,2,6,1,2,2,1,2,2,1,7,1,1,42,10,4,4,2,1,1,2,12,1,5,4,2,1,2,1,2,1,2,2,1,1,1,1,58,5,1,4,2,2,1,1,26,1,5,4,2,1,2,2
7900001,1,1,2,2,1,1,2,2,75,15,1,4,1,1,1,2,8,1,5,3,2,9,1,1,2,1,2,2,2,7,2,2,75,10,4,4,2,3,1,2,9,1,5,3,2,12,1,2,2,1,2,2,2,1,1,2,60,7,1,4,2,1,1,1,25,1,5,3,2,10,1,2
7900002,1,1,2,1,2,1,2,2,80,15,1,2,2,1,1,1,12,1,5,3,2,1,2,1,2,1,2,1,1,7,2,2,65,22,1,4,1,1,1,2,9,1,5,3,2,1,2,2,2,1,2,2,2,7,2,2,61,0,1,4,2,1,1,1,25,1,5,3,2,1,2,1
7910001,1,1,2,1,1,1,1,1,70,15,1,4,2,3,1,2,6,1,5,3,2,8,1,1,1,1,2,2,1,1,1,1,60,0,1,4,1,1,1,1,15,1,6,3,2,8,1,2,2,1,2,2,2,1,1,1,54,12,1,4,2,1,1,2,4,1,6,3,2,9,1,2
7910002,1,1,2,1,2,1,2,2,80,14,1,2,2,1,1,1,18,1,5,3,2,10,1,2,2,1,2,2,2,1,2,2,55,0,4,4,1,1,1,1,6,1,6,3,2,10,1,2,2,1,2,1,1,1,1,2,52,7,1,4,2,2,1,1,7,1,6,3,2,10,1,2
7940001,2,1,2,2,2,7,2,2,50,20,1,3,1,3,1,2,12,1,6,4,2,9,1,2,2,1,2,2,2,10,2,2,70,15,1,4,1,2,2,1,18,1,7,4,2,8,1,2,2,1,2,2,2,7,1,1,59,7,1,4,2,1,1,1,2,1,7,4,2,9,1,2
7940002,2,1,2,2,2,6,2,2,50,0,1,3,1,2,2,2,14,1,5,4,2,6,1,2,2,1,2,2,2,8,2,2,70,16,1,4,1,3,2,1,14,1,6,4,2,7,1,2,2,1,2,2,1,1,1,2,52,7,1,4,2,1,1,1,5,1,6,4,2,7,1,2
7970001,1,1,2,2,1,1,2,2,65,20,1,4,1,2,1,1,12,1,5,4,2,8,1,2,1,1,2,2,2,1,1,2,65,0,1,3,2,2,2,1,19,1,5,4,2,9,1,2,1,1,2,2,2,1,1,2,64,12,1,4,2,1,1,1,3,1,6,4,2,9,1,2
7970002,1,1,2,2,1,6,2,2,65,0,1,2,1,1,1,1,18,1,5,3,2,1,2,2,1,1,2,2,1,1,1,1,70,18,1,4,1,3,2,1,8,1,5,3,2,1,2,2,2,1,2,2,1,1,2,2,61,4,1,4,2,1,1,1,7,1,5,3,2,1,2,2
7970003,1,1,2,2,1,1,1,1,65,15,1,4,1,1,1,1,7,1,3,4,1,1,2,2,1,1,2,2,1,1,1,1,60,10,4,4,1,1,1,1,12,1,3,4,1,1,2,2,1,1,1,1,1,7,1,1,64,11,1,4,2,1,1,1,4,1,3,4,1,1,2,2
7970004,1,1,2,2,1,1,1,1,55,20,4,4,2,2,1,1,12,3,2,4,1,1,2,2,1,1,2,1,1,1,1,1,65,15,4,4,1,1,2,1,9,1,3,4,1,1,2,2,1,1,2,1,2,1,1,1,67,8,1,4,2,1,1,1,5,1,3,4,1,1,2,2
8030001,1,1,2,2,2,2,2,2,48,0,1,3,1,3,1,2,28,1,6,4,2,7,1,2,1,1,2,2,2,2,2,2,49,0,1,3,1,1,2,2,40,1,6,4,2,7,1,2,1,1,2,2,2,1,2,2,59,13,1,4,1,1,2,2,3,1,6,4,2,8,1,2
8030002,1,1,2,2,2,2,2,2,45,0,4,3,1,3,1,2,28,1,5,4,2,1,2,2,2,1,2,2,2,2,2,2,49,0,4,3,1,1,2,2,40,1,6,4,2,1,2,2,2,1,2,2,2,1,2,2,58,13,4,4,1,1,2,2,3,1,6,4,2,1,2,2
8050001,2,1,2,2,2,6,2,2,32,0,1,3,1,1,2,2,28,1,7,2,2,2,2,1,2,1,2,2,2,6,2,2,38,0,1,3,1,2,2,2,40,1,7,2,2,2,2,1,2,1,2,2,2,6,2,2,34,0,1,3,1,2,2,2,52,1,7,2,2,2,2,1
8050002,2,1,2,2,2,6,2,2,37,0,1,3,1,1,2,2,32,1,8,2,2,2,2,1,2,1,2,2,2,6,2,2,37,0,1,3,1,2,2,2,44,1,8,2,2,2,2,1,2,1,2,2,2,6,2,2,32,0,1,3,1,2,2,2,56,1,8,2,2,2,2,1
8060001,1,1,2,2,2,2,2,2,46,0,1,3,1,3,1,2,30,1,6,4,2,8,1,1,1,1,2,2,2,2,2,2,49,0,1,3,1,1,2,2,42,1,6,4,2,8,1,1,1,1,2,2,2,1,2,2,48,10,1,4,1,1,2,2,6,1,6,4,2,9,1,1
8060002,1,1,2,2,2,2,2,2,43,0,1,3,1,3,1,2,30,1,6,4,2,5,1,1,2,1,2,2,2,2,2,2,48,0,1,3,1,1,2,2,42,1,6,4,2,5,1,1,1,1,2,2,2,1,2,2,48,10,1,4,1,1,2,2,3,1,6,4,2,5,1,1
8060003,1,1,2,2,2,2,1,1,39,0,1,3,1,3,1,2,32,1,3,4,1,5,1,1,1,1,2,2,2,2,1,1,49,0,1,3,1,1,2,2,44,1,3,4,1,6,1,1,1,1,2,2,2,1,1,1,56,10,1,4,1,1,2,2,3,1,3,4,1,7,1,1
8060004,1,1,2,2,2,2,1,1,34,0,4,3,2,3,1,2,28,3,3,4,1,1,2,1,1,1,2,2,2,2,1,1,49,0,1,3,1,1,2,2,40,1,3,4,1,5,1,1,2,1,2,2,2,1,1,1,59,10,1,4,1,1,2,2,3,1,3,4,1,5,1,1
8060005,1,1,2,2,2,2,2,2,35,0,4,3,2,3,1,2,30,3,2,3,1,1,2,1,1,1,2,2,2,2,2,1,48,0,4,3,1,1,2,2,42,1,2,4,1,1,2,1,2,1,2,2,2,1,1,1,59,10,4,4,1,1,2,2,3,1,3,4,1,1,2,1
8070001,2,1,2,2,2,6,2,2,37,0,1,3,1,2,2,2,31,1,8,2,2,2,2,1,2,1,2,2,2,7,2,2,19,0,1,3,1,3,2,2,43,1,8,2,2,2,2,1,2,1,2,2,2,6,2,2,37,0,1,3,1,2,2,2,55,1,8,2,2,2,2,1
8070002,2,1,2,2,2,6,2,2,39,0,1,3,1,2,2,2,30,1,7,2,2,6,1,1,2,1,2,2,2,6,2,2,22,9,1,3,1,3,2,2,42,1,7,2,2,7,1,1,2,1,2,2,2,6,2,2,34,0,1,3,1,2,2,2,54,4,7,2,2,6,1,1
8080001,2,1,2,2,2,6,2,2,39,0,1,3,1,2,2,2,31,1,8,2,2,2,2,2,2,1,2,2,2,6,2,2,39,0,1,3,1,1,2,2,43,1,8,2,2,2,2,2,2,1,2,2,2,6,2,2,34,0,1,3,1,2,2,2,55,1,8,2,2,2,2,2
8080002,2,1,2,2,2,6,2,2,39,0,1,2,1,2,2,2,31,1,7,2,2,5,1,2,2,1,2,2,2,6,2,2,39,0,1,2,1,1,2,2,43,1,7,2,2,5,1,2,2,1,2,2,2,6,2,2,34,0,1,2,1,2,2,2,55,1,7,2,2,5,1,2
8090003,1,1,2,2,2,2,2,2,58,0,1,3,2,1,2,2,28,3,5,4,1,6,1,2,1,1,2,2,2,2,2,2,47,6,1,3,1,2,2,2,40,1,5,4,1,7,1,2,1,1,2,2,2,1,2,1,59,14,1,4,1,1,2,2,3,1,5,4,1,7,1,2
8100001,1,1,2,2,2,2,2,2,43,0,1,3,1,1,2,2,31,1,5,4,2,8,1,2,1,1,2,2,2,2,2,2,42,0,1,3,1,2,2,2,43,1,5,4,2,9,1,2,1,1,2,2,2,1,1,1,58,13,1,4,1,1,2,2,3,1,5,4,2,9,1,2
8120001,1,1,2,2,2,2,2,2,39,0,1,2,1,2,2,2,40,1,5,4,2,8,1,1,1,1,2,2,2,2,2,2,39,0,1,2,1,2,2,2,52,1,5,4,2,9,1,1,1,1,2,2,2,1,2,1,59,13,1,4,1,3,2,2,3,1,6,4,2,9,1,1
8120002,1,1,2,2,2,2,2,2,39,0,4,2,1,2,2,2,40,1,5,4,2,1,2,1,2,1,2,2,2,2,2,2,39,0,4,2,1,2,2,2,52,1,5,4,2,1,2,1,2,1,2,2,2,1,1,1,59,13,4,4,1,3,2,2,3,2,5,4,2,1,2,1
8140001,1,1,2,2,1,7,2,2,65,0,1,3,1,1,1,1,44,1,7,4,2,5,1,2,1,1,2,2,1,1,1,1,79,3,1,4,1,1,1,1,2,1,7,4,2,5,1,2,1,1,2,2,2,7,1,1,35,13,1,4,2,2,2,2,14,1,7,4,2,5,1,1
8140002,1,1,2,2,1,7,1,1,45,0,4,3,1,1,2,2,42,1,7,3,2,1,2,2,1,1,2,2,1,1,1,1,45,3,4,4,1,1,2,2,3,1,7,3,2,1,2,2,2,1,2,2,1,7,1,1,25,0,4,4,2,2,2,2,21,1,7,3,2,1,2,1
8150002,2,1,2,2,1,7,2,2,35,0,1,3,1,1,2,2,29,1,8,1,2,5,1,2,2,1,2,2,1,7,2,2,25,0,1,3,1,2,2,2,29,1,8,1,2,4,1,2,2,1,2,2,2,7,2,2,16,0,4,3,1,3,2,2,48,1,8,1,2,4,1,2
8180001,1,1,2,2,1,1,2,2,55,0,1,3,1,2,2,2,32,1,7,3,2,8,1,2,1,1,2,2,1,1,2,2,79,3,1,4,1,3,1,1,3,1,7,3,2,9,1,2,1,1,2,2,2,1,1,2,50,30,1,4,1,1,1,1,13,1,7,3,2,9,1,2
8180002,2,1,2,2,1,1,1,1,43,0,4,3,1,2,2,2,3,1,6,3,2,1,2,2,2,1,2,2,1,7,1,1,50,3,4,3,1,3,2,2,3,1,6,3,2,1,2,2,2,1,2,2,1,2,1,1,35,0,4,3,1,1,1,2,15,1,6,3,2,1,2,1
8190002,1,1,2,2,1,1,2,2,45,0,4,3,1,3,2,2,2,1,6,3,2,1,2,2,2,1,2,2,1,1,2,2,35,3,4,3,1,1,2,2,2,1,6,3,2,1,2,2,1,1,2,2,2,1,2,2,45,0,1,3,1,1,1,2,20,1,6,3,2,1,2,2
8200002,1,1,2,2,1,1,1,1,45,0,4,3,1,1,2,2,2,1,5,3,2,1,2,1,1,1,2,2,1,1,1,1,55,3,4,4,1,3,2,2,2,1,5,3,2,1,2,2,2,1,2,2,2,1,1,1,50,20,4,4,1,3,1,1,5,1,5,3,2,1,2,2
